X,Y,OBJECTID,vendor_number,name,dba,address_1,address_2,address_city,address_state,address_zip,start_date,exp_date,entity,business_type,cbe_mbe,cbe_wbe,cbe_dbe,dvbe,in_lac,sup_dist,spa
6424059.7341093,1936848.62461039,379,179344,"FS CONTRACTORS, INC.",,14838 BLEDSOE ST.,,SYLMAR,CA,91342,2020/05/12 00:00:00+00,2022/05/12 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6574976.5346373,1871891.34868531,380,162318,WEI INDUSTRIES,,2320 CENTRAL AVENUE,UNIT 4,IRWINDALE,CA,91010,2020/07/22 00:00:00+00,2023/05/21 00:00:00+00,,,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6446014.82044838,1832134.34814698,381,179668,MIRROR DIGITAL INC.,,3535 HAYDEN AVE STE 315,,CULVER CITY,CA,90232-2471,2020/09/06 00:00:00+00,2022/07/31 00:00:00+00,Corporation,,Yes,Yes,Yes,No,Yes,District 2,SPA 5 - West
6400166.04731672,1842644.60468547,382,179761,"ARCHITECTURAL RESOURCE CENTER, INC",,1170 EL MEDIO AVE.,,PACIFIC PALISADES,CA,90272,2020/09/04 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Retail,No,Yes,No,No,Yes,District 3,SPA 5 - West
6522694.47483155,1786802.85613298,383,180826,"HUBCITY TRUCKING, LLC",,9631 MAPLEWOOD STREET,,BELLFLOWER,CA,90706,2021/04/09 00:00:00+00,2023/04/30 00:00:00+00,,,No,No,Yes,No,Yes,District 4,SPA 7 - East
6449500.61104897,1853500.66204156,384,179108,FOSTER TECHNOLOGY APPLICATIONS LLC,,743 N SWEETZER AVE APT 103,,LOS ANGELES,CA,90069-5452,2020/11/01 00:00:00+00,2022/10/31 00:00:00+00,,,No,No,No,Yes,Yes,District 3,SPA 4 - Metro
6636570.32975656,1858117.73712498,385,48032,ALL STATE POLICE EQUIPMENT CO INC,,2821 METROPOLITAN PLACE,,POMONA,CA,91767-1853,2020/12/23 00:00:00+00,2022/08/31 00:00:00+00,,,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6454109.76882538,1819892.34605622,386,181004,ANTONIO ACOUSTICS,,5403 ONACREST DR,,LOS ANGELES,CA,90043,2021/01/07 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 2,SPA 6 - South
6386768.9523918,1920223.01514514,387,180894,"TRIFILETTI CONSULTING, INC.",,10850 DELCO AVE,,CHATSWORTH,CA,91311-1732,2019/11/13 00:00:00+00,2021/11/13 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 3,SPA 2 - San Fernando
6418133.06026714,1831773.3839739,388,55888,NETWORK MAGIC UNLIMITED,,1723 21ST STREET,,SANTA MONICA,CA,90404,2020/01/29 00:00:00+00,2022/01/29 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 3,SPA 5 - West
6515747.92310789,1856919.59057115,389,181441,"DRP ENGINEERING , INC",,2550 W MAIN ST STE 212,,ALHAMBRA,CA,91801-7004,2019/11/18 00:00:00+00,2021/11/18 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6379662.75367773,1911535.91933039,390,181035,"UNOVEX, INC.",,9520 OWENSMOUTH AVE UNIT 3,,CHATSWORTH,CA,91311,2021/04/21 00:00:00+00,2023/04/30 00:00:00+00,Corporation,Manufacturing,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6412772.86363848,1878976.99560323,391,180068,VECTOR ENERGY GROUP,,4624 HAYVENHURST AVE,,ENCINO,CA,91436-3252,2020/08/07 00:00:00+00,2022/07/31 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6466593.40855622,1806512.1215044,392,181592,THOMASINA LAWRENCE,,8909 GRAMERCY PLACE,,LOS ANGELES,CA,90047-3535,2020/07/14 00:00:00+00,2022/07/31 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 6 - South
6588432.73968022,1855047.06314823,393,181599,"SHARPLINE SOLUTIONS, INC",,545 N RIMSDALE AVE UNIT 1546,,COVINA,CA,91722-7116,2020/03/09 00:00:00+00,2022/03/09 00:00:00+00,,,No,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6478639.21878214,1798299.86233839,394,181699,HHJ CONSTRUCTION INC.,,11156 S MAIN ST,,LOS ANGELES,CA,90061-1953,2019/10/04 00:00:00+00,2021/08/21 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,No,No,Yes,District 2,SPA 6 - South
6525926.47394498,1792895.53325206,395,182164,PG CUTTING SERVICES,,12401 WOODRUFF AVE STE 13,,DOWNEY,CA,90241-5620,2020/11/10 00:00:00+00,2022/11/30 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 4,SPA 7 - East
6594225.39607389,1832477.86156756,396,182163,"SYNERGOS, INC.",,18780 AMAR ROAD SUITE 103,,WALNUT,CA,91789,2020/07/20 00:00:00+00,2023/05/28 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6481896.25459088,1840936.12713131,397,181653,"O2EPCM, INC.",,1055 W 7TH ST FL 33,,LOS ANGELES,CA,90017-2577,2021/03/10 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6448553.01320663,1820511.5856314,398,182600,ACG TRAINING MANAGEMENT & CONSULTING LLC,,5227 S HOLT AVE,,LOS ANGELES,CA,90056-1119,2019/10/18 00:00:00+00,2021/10/18 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 2,SPA 5 - West
6451237.82771888,1746381.74734281,399,182405,MURTI LLC,,26011 MARINA DRIVE,,ROLLING HILLS ESTATES,CA,90274,2021/02/05 00:00:00+00,2023/02/28 00:00:00+00,,,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6385937.16107638,1972833.37711582,400,183442,GENESIS GLOBAL RECRUITING,,27041 FAIRWAY LN,,VALENCIA,CA,91381,2021/01/15 00:00:00+00,2023/01/15 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6460182.98272881,1792590.84422889,401,183313,CIMADEX INTERNATIONAL LLC,,12618 YUKON AVE,,HAWTHORNE,CA,90250-4728,2019/10/10 00:00:00+00,2021/10/10 00:00:00+00,,,Yes,No,Yes,No,Yes,District 2,SPA 8 - South Bay
6435100.18250081,1786570.82083589,402,183453,JKH CONSULTING,,321 36TH PL,,MANHATTAN BEACH,CA,90266,2019/10/25 00:00:00+00,2021/12/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6564304.22691372,1876854.55529431,403,183977,CRYSTALLOGY CONSULTING INC,,225 S SHAMROCK AVE,,MONROVIA,CA,91016-3024,2019/12/01 00:00:00+00,2021/11/30 00:00:00+00,,,No,No,No,Yes,Yes,District 5,SPA 3 - San Gabriel
6564304.22691372,1876854.55529431,404,183977,CRYSTALLOGY CONSULTING INC,,225 S SHAMROCK AVE,,MONROVIA,CA,91016-3024,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,,,Yes,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6638782.49921672,1848921.29160714,405,183776,ERIC SERRANO,,387 E MCKINLEY AVE,,POMONA,CA,91767-3933,2020/07/07 00:00:00+00,2022/07/07 00:00:00+00,Sole Proprietorships,Services,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6457646.74272256,1815493.39225572,406,184873,"PICTURE PAINTING & DECORATING, INC",,934 E FAIRVIEW BLVD,,INGLEWOOD,CA,90302-1427,2019/10/03 00:00:00+00,2021/07/31 00:00:00+00,,,No,No,No,Yes,Yes,District 2,SPA 8 - South Bay
6451288.48706639,1859746.59574389,407,184822,SERVICE CONNECTED INC,,8039 HEMET PL,,LOS ANGELES,CA,90046-2117,2019/11/01 00:00:00+00,2021/10/31 00:00:00+00,,,No,No,No,Yes,Yes,District 3,SPA 4 - Metro
6527272.04211997,1747926.22981815,408,184887,ORR INDUSTRIES INC,,2170 GONDAR AVE,,LONG BEACH,CA,90815,2020/07/02 00:00:00+00,2022/06/30 00:00:00+00,,,No,No,No,Yes,Yes,District 4,SPA 8 - South Bay
6457646.74272256,1815493.39225572,409,184873,"PICTURE PAINTING & DECORATING, INC",,934 E FAIRVIEW BLVD,,INGLEWOOD,CA,90302-1427,2019/10/15 00:00:00+00,2021/10/15 00:00:00+00,,,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6494809.29799047,1798194.86943814,410,185149,"MONZON AND SON ENTERPRISES, INC.",,2880 NORTON AVE,,LYNWOOD,CA,90262,2021/05/03 00:00:00+00,2023/05/31 00:00:00+00,,,No,No,Yes,No,Yes,District 4,SPA 6 - South
6514709.04526439,1845613.20209473,411,185384,RC LAO AIR CONDITIONING,,2620 ORANGE GROVE AVE,,ALHAMBRA,CA,91803,2019/10/15 00:00:00+00,2021/10/15 00:00:00+00,,,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6402051.19840205,1980922.63619973,412,185155,AMB MANAGEMENT LLC,,26893 BOUQUET CANYON RD C-181,,SANTA CLARITA,CA,91350,2019/11/15 00:00:00+00,2021/11/15 00:00:00+00,Limited Liability Company,Services,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6551079.38951831,1802025.46053022,413,185484,MOISES LOPEZ,ML NOTARY & LIVE SCAN SERVICES,10005 GUNN AVE,,WHITTIER,CA,90605,2020/05/12 00:00:00+00,2022/05/12 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 4,SPA 7 - East
6551079.38951831,1802025.46053022,414,185484,MOISES LOPEZ,ML NOTARY & LIVE SCAN SERVICES,10005 GUNN AVE,,WHITTIER,CA,90605,2020/03/17 00:00:00+00,2022/06/06 00:00:00+00,Sole Proprietorships,Services,No,No,No,Yes,Yes,District 4,SPA 7 - East
6472467.6609153,1809842.87238881,415,185366,T & D JETER LLC,,1067 W 81ST PLACE,,LOS ANGELES,CA,90044,2021/05/11 00:00:00+00,2023/05/31 00:00:00+00,,,Yes,No,Yes,No,Yes,District 2,SPA 6 - South
6487441.27040371,1908000.51071881,416,185695,"FERNANDEZ PROJECT SERVICES, INC.",,3041 SANTA CARLOTTA STREET,,LA CRESCENTA,CA,91214,2020/12/05 00:00:00+00,2022/11/30 00:00:00+00,,,Yes,No,Yes,No,Yes,District 5,SPA 2 - San Fernando
6481870.0810868,1838695.3898149,417,185697,HELOU & SON'S CORP,,714 W OLYMPIC BLVD STE 915,,LOS ANGELES,CA,90015-1441,2019/10/17 00:00:00+00,2021/10/17 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 1,SPA 4 - Metro
6471977.9611073,1855978.40971072,418,185777,HERBALARIA LLC,,1139 N EDGEMONT ST,,LOS ANGELES,CA,90029-2611,2019/10/25 00:00:00+00,2021/10/31 00:00:00+00,Limited Liability Company,Retail,Yes,Yes,No,No,Yes,District 1,SPA 4 - Metro
6528698.44379473,1733907.05739723,419,185908,"CRANDALL GROUP, INC.",,6475 E PACIFIC COAST HWY STE 337,,LONG BEACH,CA,90803-4201,2020/05/06 00:00:00+00,2022/04/30 00:00:00+00,,,No,No,No,Yes,Yes,District 4,SPA 8 - South Bay
6469477.68723647,1792192.9828199,420,185955,GECTWO INC,,1545 W EL SEGUNDO BLVD,,GARDENA,CA,90249,2021/06/22 00:00:00+00,2023/05/31 00:00:00+00,,,Yes,No,Yes,No,Yes,District 2,SPA 8 - South Bay
6454554.24661097,1750678.21283123,421,186054,"PRODUCT SOLUTION SERVICES, LLC",,24249 NEECE AVE,,TORRANCE,CA,90505,2020/05/13 00:00:00+00,2022/05/13 00:00:00+00,,,No,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6479016.6773448,1853571.19306847,422,186113,PUBLIC MATTERS LLC,,1439 ELEVADO STREET,,LOS ANGELES,CA,90026,2021/01/19 00:00:00+00,2023/01/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 1,SPA 4 - Metro
6484056.06982505,1839666.92232065,423,186809,SUNSET PRIVATE SECURITY,,527 W 7TH ST STE 917,,LOS ANGELES,CA,90014-2503,2021/01/27 00:00:00+00,2023/07/06 00:00:00+00,Limited Liability Company,Services,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6483773.92603239,1841474.10341756,424,56701,WESTRIDGE ASSOCIATES,ASSET STRATEGIES,500 S FIGUEROA,,LOS ANGELES,CA,90071,2020/06/28 00:00:00+00,2022/06/10 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 1,SPA 4 - Metro
6490572.86978355,1882960.38691464,425,187621,ACOSTA & SONS SEWER CONTRACTORS,,1434 E MOUNTAIN,,GLENDALE,CA,91207,2020/09/11 00:00:00+00,2023/06/12 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6538038.39722763,1802003.26930164,426,5779,L & D APPLIANCE CORP,,11969 TELEGRAPH RD.,,SANTA FE SPRINGS,CA,90670-3718,2020/06/25 00:00:00+00,2022/06/22 00:00:00+00,Corporation,Retail,Yes,No,No,No,Yes,District 4,SPA 7 - East
6460764.84048897,1805643.71083964,427,187318,TOAST 2 ARTISTRY,,3607 W MEDICI LANE,,INGLEWOOD,CA,90305,2020/12/09 00:00:00+00,2022/12/31 00:00:00+00,,,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6505969.85473755,2041934.33733881,428,186577,"ALL AIR CONDITIONING COMPANY INC,",,3053 RANCHO VISTA BLVD # H-161,,PALMDALE,CA,93551-4823,2020/08/28 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 5,SPA 1 - Antelope Valley
6449167.14911747,1899066.50299631,429,187729,"LEWISAPPROACH, LLC",,11050 KESWICK STREET,,SUN VALLEY,CA,91352-4734,2019/09/23 00:00:00+00,2021/09/23 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6459867.30980372,1793155.83817765,430,188145,CHRISPIN CLARKE,,12501 YUKON AVE,,HAWTHORNE,CA,90250-4725,2020/09/06 00:00:00+00,2022/07/31 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6459886.26908338,1898722.21989223,431,188680,DANIEL RODRIGUEZ ELECTRIC,,2937 N BRIGHTON ST,,BURBANK,CA,91504-1713,2021/02/08 00:00:00+00,2023/02/28 00:00:00+00,,,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6475941.72581755,1727470.69592614,432,188711,TANO LOGISTICS LLC,,222 W 6TH ST STE 400,,SAN PEDRO,CA,90731-3345,2021/01/04 00:00:00+00,2022/11/30 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 4,SPA 8 - South Bay
6538194.46548505,1804390.53191556,433,188603,J PEREZ ASSOCIATES INC,,11837 SMITH AVE,,SANTA FE SPRINGS,CA,90670,2021/01/16 00:00:00+00,2022/11/30 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 4,SPA 7 - East
6458897.7234883,1818469.80231339,434,189044,MW ENTERPRISES LLC,,3734 WEST SLAUSON AVE,,LOS ANGELES,CA,90043,2021/01/22 00:00:00+00,2023/01/31 00:00:00+00,Limited Liability Company,Contractors / Construction,Yes,Yes,No,No,Yes,District 2,SPA 6 - South
6390570.61375172,1851372.14497314,435,189173,THE VETERAN GROUP LLC,,1604 MICHAEL LN,,PACIFIC PLSDS,CA,90272-2027,2020/12/01 00:00:00+00,2021/12/31 00:00:00+00,Limited Liability Company,Wholesale,No,No,No,Yes,Yes,District 3,SPA 5 - West
6451405.3959533,1828181.70283706,436,189426,C V S B CONSTRUCTION INC.,,5369 WEATHERFORD DR,,LOS ANGELES,CA,90008-1051,2019/02/26 00:00:00+00,2021/11/02 00:00:00+00,Corporation,Contractors / Construction,No,No,No,Yes,Yes,District 2,SPA 6 - South
6465997.0754313,1822607.48465481,437,189554,COLEMAN EQUIPMENT RENTALS LLC,,1973 W 48TH ST,,LOS ANGELES,CA,90062-2104,2021/05/23 00:00:00+00,2023/04/30 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 2,SPA 6 - South
6437858.07987213,1826571.45408906,438,189557,CLARKE EXECUTIVE SERVICES GROUP LLC,,4105 CHARLES AVE,,CULVER CITY,CA,90232-4008,2021/07/09 00:00:00+00,2023/07/31 00:00:00+00,Limited Liability Company,Services,No,Yes,No,No,Yes,District 2,SPA 5 - West
6523773.13048264,1751918.8150088,439,189289,TAHLEQUAH REBAR INC.,,2750 N BELLFLOWER BLVD STE 210E,,LONG BEACH,CA,90815-1146,2021/01/19 00:00:00+00,2022/10/31 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6600317.92063423,1849109.77777873,440,59852,"D.E.V. INDUSTRIES, INC.",,136 N GRAND AVE UNIT 199,,WEST COVINA,CA,91791,2020/08/08 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6483283.93291789,1840174.01874739,441,109817,"LEE ANDREWS GROUP, INC",,700 S FLOWER ST STE 1275,,LOS ANGELES,CA,90017-4101,2020/09/18 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6427593.11516589,1834810.24601039,442,104381,LEWIS SCHOEPLEIN ARCHITECTS,,11533 W PICO BLVD,,LOS ANGELES,CA,90064,2021/07/16 00:00:00+00,2023/06/30 00:00:00+00,Partnerships,Services,No,Yes,No,No,Yes,District 3,SPA 5 - West
6428901.43046264,1890361.27106297,443,189679,"COLLABORATIVE PROCESS PSYCHOLOGY, INC.",,6341 MURIETTA AVE,,VALLEY GLEN,CA,91401-2212,2019/08/26 00:00:00+00,2021/08/26 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6456218.87025023,1818465.30363473,444,189587,LITTLE SCHOLARS ACADEMY LLC,,4168 W SLAUSON AVE,,LOS ANGELES,CA,90043-2806,2021/02/22 00:00:00+00,2023/02/28 00:00:00+00,Limited Liability Company,Services,No,Yes,No,No,Yes,District 2,SPA 6 - South
6517169.49375555,1764156.00542939,445,189591,"GOLDVARG CONSULTING GROUP, INC",,3929 COUNTRY CLUB DR,,LAKEWOOD,CA,90712-3827,2020/10/23 00:00:00+00,2022/10/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 4,SPA 7 - East
6466296.74248289,1916142.86516897,446,189845,"POLOMA PUBLIC AFFAIRS, INC.",,10338 ORO VISTA AVE,,SUNLAND,CA,91040-3008,2021/02/22 00:00:00+00,2023/02/28 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6426686.19276714,1896085.16578314,447,189934,MARY P SOZI,SOZI GENERAL ENTERPRISE (SGE),7201 LENNOX AVE APT 113,,VAN NUYS,CA,91405-2355,2019/07/26 00:00:00+00,2021/07/26 00:00:00+00,Sole Proprietorships,Wholesale,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6490454.25945647,1837287.5930898,448,189899,"GREENWEALTH ENERGY SOLUTIONS, INC.",,525 S HEWITT ST,,LOS ANGELES,CA,90013-2217,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6483605.21475564,1840719.77126481,449,190040,THE AUTOMATED PARKING SOLUTION LLC,,800 W 6TH ST STE 1250,,LOS ANGELES,CA,90017-2721,2021/06/15 00:00:00+00,2024/04/16 00:00:00+00,Limited Liability Company,Contractors / Construction,Yes,No,Yes,No,Yes,District 1,SPA 4 - Metro
6573180.54151013,1830383.36739698,450,122972,S & T ENGINEERING INC.,,15437 PROCTOR AVE,,CITY OF INDUSTRY,CA,91745,2021/03/23 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6545358.76578897,1839126.65896548,451,125543,"GRAPHIC TECH ELECTRIC, INC",,9861 MAX SHAPIRO WAY,,S EL MONTE,CA,91733-3103,2019/10/24 00:00:00+00,2021/10/31 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6482557.63253322,1839159.89577565,452,190134,"AKIMA CONSULTING, LLC",,645 W 9TH ST UNIT 110-447,,LOS ANGELES,CA,90015-1640,2019/10/04 00:00:00+00,2021/10/04 00:00:00+00,Limited Liability Company,Services,No,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6421158.50303514,1965682.22967273,453,190162,ADDISON KEANE,KEANE PROMOTIONAL PRODUCTS,19197 GOLDEN VALLEY RD # 625,,SANTA CLARITA,CA,91387-1428,2019/09/13 00:00:00+00,2021/09/13 00:00:00+00,Sole Proprietorships,Wholesale,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6545777.35845572,1798206.25491406,454,189688,"LOWERS INDUSTRIAL SUPPLY, INC.",,10847 PAINTER AVE,,SANTA FE SPRINGS,CA,90670-4526,2019/09/11 00:00:00+00,2021/09/11 00:00:00+00,Corporation,Retail,Yes,No,Yes,No,Yes,District 4,SPA 7 - East
6448235.39409122,1781503.37723064,455,189943,NAUMAN M MOLADINA,CITIZEN SUPPORT,2112 MANHATTAN BEACH BLVD UNIT B,,REDONDO BEACH,CA,90278-1208,2019/07/24 00:00:00+00,2021/07/24 00:00:00+00,Sole Proprietorships,Housing & Lodging,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6484075.96873538,1852878.48283973,456,190379,REGEN CONSULTING,,1637 LEMOYNE ST,,LOS ANGELES,CA,90026-2639,2020/08/10 00:00:00+00,2022/08/31 00:00:00+00,Limited Liability Company,Services,No,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6457410.04568939,1859582.50519282,457,190480,THE FORREST GROUP,,7083 HOLLYWOOD BLVD,,LOS ANGELES,CA,90028-8901,2021/04/07 00:00:00+00,2022/03/31 00:00:00+00,Limited Liability Company,Services,No,No,No,Yes,Yes,District 3,SPA 4 - Metro
6437659.96904789,1823372.27085489,458,190424,"LENKEY CONSULTING GROUP, INC.",,4362 HUNTLEY AVE,,CULVER CITY,CA,90230-4719,2021/04/09 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 2,SPA 5 - West
6487258.54012613,1846415.26085806,459,190652,JACKLYN AGOR,PUPPET MASTER MARKETING,931 NEW DEPOT ST APT 1,,LOS ANGELES,CA,90012-1190,2021/07/09 00:00:00+00,2023/07/31 00:00:00+00,,,Yes,Yes,No,No,Yes,District 1,SPA 4 - Metro
6423622.46956389,1822589.5184834,460,190255,OFFICE OF THE DESIGNED LANDSCAPE INC.,,1131 SUPERBA AVE,,VENICE,CA,90291-3941,2019/10/18 00:00:00+00,2022/05/31 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 3,SPA 5 - West
6519620.24475956,1850534.70504698,461,190632,"MASA CONTRACTING, INC.",,1424 W VALLEY BLVD,,ALHAMBRA,CA,91803-2320,2019/10/04 00:00:00+00,2021/10/04 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6520149.34015806,1871188.8661664,462,190737,"ANDREW DESIGN GROUP, INC.",,685 S EL MOLINO AVE,,PASADENA,CA,91106-3823,2021/01/06 00:00:00+00,2023/01/31 00:00:00+00,,,Yes,No,No,No,Yes,District 5,SPA 3 - San Gabriel
6549835.92875063,1847479.82926698,463,190979,TIGER TREE SERVICES INC,,10815 BROCKWAY AVE,,EL MONTE,CA,91731-3127,2021/06/07 00:00:00+00,2023/06/30 00:00:00+00,,,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6511095.61974847,1823872.32136397,464,191122,FACILITY FORCE CORPORATION,,2363 S ATLANTIC BLVD,,COMMERCE,CA,90040-1256,2020/08/03 00:00:00+00,2022/03/07 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 4,SPA 7 - East
6472208.93505481,1765446.76367465,465,191334,MARGARET MANNING,MARGARET MANNING,20614 BUDLONG AVE,,TORRANCE,CA,90502-1410,2021/07/09 00:00:00+00,2023/06/30 00:00:00+00,Sole Proprietorships,Services,No,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6487595.63853331,1743665.33282815,466,102458,AMERICAN INTEGRATED SERVICES,,1500 E OPP ST,,WILMINGTON,CA,90744,2020/02/10 00:00:00+00,2022/02/10 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 4,SPA 8 - South Bay
6504253.80272347,1845163.34111781,467,191425,ELEVATORS ETC GS INC,,4408 WORTH ST BLDG 3,,LOS ANGELES,CA,90063-2538,2020/10/01 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6425544.25410613,1883954.6969339,468,191375,ACJ LOGISTIC LLC,,14534 CLARK ST APT 211,,SHERMAN OAKS,CA,91411-3719,2019/09/04 00:00:00+00,2021/09/04 00:00:00+00,Limited Liability Company,Transportation,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6500908.97115855,1737983.40980881,469,191182,VOX POP BRANDING,,1 WORLD TRADE CTR FL 8TH,,LONG BEACH,CA,90831-0800,2021/05/05 00:00:00+00,2024/01/14 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 4,SPA 8 - South Bay
6426256.38654013,1834846.2813714,470,191400,CITRUS STUDIOS,,2236 S BARRINGTON AVE,,LOS ANGELES,CA,90064-1230,2019/11/08 00:00:00+00,2021/11/08 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 3,SPA 5 - West
6453815.81173614,1818857.82351898,471,191638,TJD TRUCKING,,5656 HEATHERDALE DR,,LOS ANGELES,CA,90043-2712,2021/05/03 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Transportation,Yes,Yes,Yes,No,Yes,District 2,SPA 6 - South
6462757.39359047,1826445.90873648,472,191479,"PAIGE BLU INDUSTRIES, INC.",,3002 W MARTIN LUTHER KING JR BLVD,,LOS ANGELES,CA,90008-2652,2019/09/23 00:00:00+00,2021/09/23 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 6 - South
6429069.52953589,1819533.43141973,473,191959,WORKSMART ADVANTAGE LLC,,4140 MICHAEL AVE,,LOS ANGELES,CA,90066-5616,2019/07/29 00:00:00+00,2021/07/29 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 2,SPA 5 - West
6472931.54417388,1845344.94935039,474,132435,"SEA PAC ENGINEERING, INC.",,625 S NEW HAMPSHIRE AVE 2ND FL,,LOS ANGELES,CA,90005-1342,2020/09/04 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 2,SPA 4 - Metro
6465241.01427938,1807321.97191881,475,191989,SHINDALE M SEALE,SEADE COACHING AND CONSULTING,2201 W 88TH ST,,INGLEWOOD,CA,90305-2831,2019/08/12 00:00:00+00,2021/08/12 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
